qn_no,qn,qn_type,op1,img1,op2,img2,op3,img3,op4,img4,prev_qn_no,sel_op,resource,glossary,add_annex,add_input,final_qn,qn_code
17,I have been married for...,scq,3 years or more,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,less than 3 years,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,8,op1,0,None,None,None,0,4
4,I need an interim order for...,mcq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,1,op3,0,None,None,None,0,5
60,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,40,op1,0,d_q5_glossary,None,None,0,5
61,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,41,op1,0,d_q5_glossary,None,None,0,5
62,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,42,op1,0,d_q5_glossary,None,None,0,5
63,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,43,op1,0,d_q5_glossary,None,None,0,5
64,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,44,op1,0,d_q5_glossary,None,None,0,5
65,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,45,op1,0,d_q5_glossary,None,None,0,5
66,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,46,op1,0,d_q5_glossary,None,None,0,5
67,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,47,op1,0,d_q5_glossary,None,None,0,5
68,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,40,op2,0,d_q5_glossary,None,None,0,5
69,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,41,op2,0,d_q5_glossary,None,None,0,5
70,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,42,op2,0,d_q5_glossary,None,None,0,5
71,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,43,op2,0,d_q5_glossary,None,None,0,5
72,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,44,op2,0,d_q5_glossary,None,None,0,5
73,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,45,op2,0,d_q5_glossary,None,None,0,5
74,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,46,op2,0,d_q5_glossary,None,None,0,5
75,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,47,op2,0,d_q5_glossary,None,None,0,5
76,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,52,op1,0,d_q5_glossary,None,None,0,5
77,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,53,op1,0,d_q5_glossary,None,None,0,5
78,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,54,op1,0,d_q5_glossary,None,None,0,5
79,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,55,op1,0,d_q5_glossary,None,None,0,5
80,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,56,op1,0,d_q5_glossary,None,None,0,5
81,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,57,op1,0,d_q5_glossary,None,None,0,5
82,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,58,op1,0,d_q5_glossary,None,None,0,5
83,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,59,op1,0,d_q5_glossary,None,None,0,5
84,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,52,op2,0,d_q5_glossary,None,None,0,5
85,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,53,op2,0,d_q5_glossary,None,None,0,5
86,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,54,op2,0,d_q5_glossary,None,None,0,5
87,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,55,op2,0,d_q5_glossary,None,None,0,5
88,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,56,op2,0,d_q5_glossary,None,None,0,5
89,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,57,op2,0,d_q5_glossary,None,None,0,5
90,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,58,op2,0,d_q5_glossary,None,None,0,5
91,I need an interim order for...,scq,maintenance,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,personal protection,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,59,op2,0,d_q5_glossary,None,None,0,5
20,I...,scq,have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,do not have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,12,op1,0,None,None,None,0,6
21,I...,scq,have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,do not have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,13,op1,0,None,None,None,0,6
32,I...,scq,have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,do not have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,24,op1,0,None,None,None,0,6
33,I...,scq,have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,do not have child(ren),https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,25,op1,0,None,None,None,0,6
28,My child(ren) is/are...,scq,below 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,above 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,20,op1,0,d_q7_glossary,None,None,0,7
29,My child(ren) is/are...,scq,below 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,above 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,21,op1,0,d_q7_glossary,None,None,0,7
48,My child(ren) is/are...,scq,below 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,above 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,32,op1,0,d_q7_glossary,None,None,0,7
49,My child(ren) is/are...,scq,below 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,above 21 years old,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,33,op1,0,d_q7_glossary,None,None,0,7
30,My spouse and I agree on...,mcq,divorce,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,all ancillary matters,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,20,op2,0,d_q8_glossary,d_q8_add_annex,None,0,8
31,My spouse and I agree on...,mcq,divorce,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,all ancillary matters,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,21,op2,0,d_q8_glossary,d_q8_add_annex,None,0,8
38,My spouse and I agree on...,mcq,divorce,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,all ancillary matters,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,28,op2,0,d_q8_glossary,d_q8_add_annex,None,0,8
39,My spouse and I agree on...,mcq,divorce,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,all ancillary matters,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,29,op2,0,d_q8_glossary,d_q8_add_annex,None,0,8
50,My spouse and I agree on...,mcq,divorce,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,all ancillary matters,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,32,op2,0,d_q8_glossary,d_q8_add_annex,None,0,8
51,My spouse and I agree on...,mcq,divorce,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,all ancillary matters,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,none of the above,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,33,op2,0,d_q8_glossary,d_q8_add_annex,None,0,8
40,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,30,divorce,0,d_q9_glossary,None,None,0,9
41,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,31,divorce,0,d_q9_glossary,None,None,0,9
42,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,30,all ancillary matters,0,d_q9_glossary,None,None,0,9
43,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,31,all ancillary matters,0,d_q9_glossary,None,None,0,9
44,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,30,none of the above,0,d_q9_glossary,None,None,0,9
45,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,31,none of the above,0,d_q9_glossary,None,None,0,9
46,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,30,"divorce, all ancillary matters",0,d_q9_glossary,None,None,0,9
47,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,31,"divorce, all ancillary matters",0,d_q9_glossary,None,None,0,9
52,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,38,divorce,0,d_q9_glossary,None,None,0,9
53,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,39,divorce,0,d_q9_glossary,None,None,0,9
54,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,38,all ancillary matters,0,d_q9_glossary,None,None,0,9
55,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,39,all ancillary matters,0,d_q9_glossary,None,None,0,9
56,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,38,none of the above,0,d_q9_glossary,None,None,0,9
57,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,39,none of the above,0,d_q9_glossary,None,None,0,9
58,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,38,"divorce, all ancillary matters",0,d_q9_glossary,None,None,0,9
59,My spouse and I are...,scq,willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,not willing to consider mediation,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,39,"divorce, all ancillary matters",0,d_q9_glossary,None,None,0,9
7,"Prior to the filing of a divorce application, I have been living in Singapore for...",scq,3 continuous years or more,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,less than 3 continuous years,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,2,op2,0,None,None,None,0,10
8,"Prior to the filing of a divorce application, I have been living in Singapore for...",scq,3 continuous years or more,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,less than 3 continuous years,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,None,https://cdn-icons-png.flaticon.com/512/5405/5405811.png,3,op2,0,None,None,None,0,10
